provincia,anio,semana_epi,casos_real,pred,horizonte
Corrientes,2021,51,0.0,,t+2
Corrientes,2021,52,0.0,,t+2
Corrientes,2022,1,0.0,,t+2
Corrientes,2022,2,0.0,,t+2
Corrientes,2022,3,0.0,,t+2
Corrientes,2022,4,0.0,,t+2
Corrientes,2022,5,0.0,,t+2
Corrientes,2022,6,0.0,,t+2
Corrientes,2022,7,0.0,,t+2
Corrientes,2022,8,0.0,,t+2
Corrientes,2022,9,0.0,,t+2
Corrientes,2022,10,0.0,,t+2
Corrientes,2022,11,0.0,,t+2
Corrientes,2022,12,0.0,,t+2
Corrientes,2022,13,0.0,,t+2
Corrientes,2022,14,0.0,,t+2
Corrientes,2022,15,0.0,,t+2
Corrientes,2022,16,0.0,,t+2
Corrientes,2022,17,0.0,,t+2
Corrientes,2022,18,0.0,,t+2
Corrientes,2022,19,0.0,,t+2
Corrientes,2022,20,0.0,,t+2
Corrientes,2022,21,0.0,,t+2
Corrientes,2022,22,0.0,,t+2
Corrientes,2022,23,0.0,,t+2
Corrientes,2022,24,0.0,,t+2
Corrientes,2022,25,0.0,,t+2
Corrientes,2022,26,0.0,,t+2
Corrientes,2022,27,0.0,,t+2
Corrientes,2022,28,0.0,,t+2
Corrientes,2022,29,0.0,,t+2
Corrientes,2022,30,0.0,,t+2
Corrientes,2022,31,1.0,,t+2
Corrientes,2022,32,0.0,,t+2
Corrientes,2022,33,0.0,,t+2
Corrientes,2022,34,0.0,,t+2
Corrientes,2022,35,0.0,,t+2
Corrientes,2022,36,0.0,,t+2
Corrientes,2022,37,0.0,,t+2
Corrientes,2022,38,0.0,,t+2
Corrientes,2022,39,0.0,,t+2
Corrientes,2022,40,0.0,,t+2
Corrientes,2022,41,0.0,,t+2
Corrientes,2022,42,0.0,,t+2
Corrientes,2022,43,0.0,,t+2
Corrientes,2022,44,0.0,,t+2
Corrientes,2022,45,0.0,,t+2
Corrientes,2022,46,0.0,,t+2
Corrientes,2022,47,0.0,,t+2
Corrientes,2022,48,0.0,,t+2
Corrientes,2022,49,0.0,,t+2
Corrientes,2022,50,0.0,,t+2
Corrientes,2022,51,0.0,,t+2
Corrientes,2022,52,0.0,,t+2
Corrientes,2023,1,0.0,,t+2
Corrientes,2023,2,1.0,,t+2
Corrientes,2023,3,0.0,,t+2
Corrientes,2023,4,0.0,,t+2
Corrientes,2023,5,0.0,,t+2
Corrientes,2023,6,0.0,,t+2
Corrientes,2023,7,1.0,,t+2
Corrientes,2023,8,7.0,,t+2
Corrientes,2023,9,5.0,,t+2
Corrientes,2023,10,11.0,,t+2
Corrientes,2023,11,34.0,,t+2
Corrientes,2023,12,49.0,,t+2
Corrientes,2023,13,71.0,,t+2
Corrientes,2023,14,58.0,,t+2
Corrientes,2023,15,110.0,,t+2
Corrientes,2023,16,118.0,,t+2
Corrientes,2023,17,172.0,,t+2
Corrientes,2023,18,90.0,,t+2
Corrientes,2023,19,86.0,,t+2
Corrientes,2023,20,103.0,,t+2
Corrientes,2023,21,105.0,,t+2
Corrientes,2023,22,127.0,,t+2
Corrientes,2023,23,111.0,,t+2
Corrientes,2023,24,65.0,,t+2
Corrientes,2023,25,25.0,,t+2
Corrientes,2023,26,19.0,,t+2
Corrientes,2023,27,59.0,,t+2
Corrientes,2023,28,56.0,,t+2
Corrientes,2023,29,36.0,,t+2
Corrientes,2023,30,13.0,,t+2
Corrientes,2023,31,13.0,,t+2
Corrientes,2023,32,17.0,,t+2
Corrientes,2023,33,13.0,,t+2
Corrientes,2023,34,6.0,,t+2
Corrientes,2023,35,8.0,,t+2
Corrientes,2023,36,3.0,,t+2
Corrientes,2023,37,11.0,,t+2
Corrientes,2023,38,7.0,,t+2
Corrientes,2023,39,8.0,,t+2
Corrientes,2023,40,6.0,,t+2
Corrientes,2023,41,9.0,,t+2
Corrientes,2023,42,7.0,,t+2
Corrientes,2023,43,11.0,,t+2
Corrientes,2023,44,23.0,,t+2
Corrientes,2023,45,29.0,,t+2
Corrientes,2023,46,25.0,,t+2
Corrientes,2023,47,33.0,,t+2
Corrientes,2023,48,101.0,,t+2
Corrientes,2023,49,96.0,,t+2
Corrientes,2023,50,192.0,,t+2
Corrientes,2023,51,308.0,,t+2
Corrientes,2023,52,630.0,,t+2
Corrientes,2024,1,692.0,580.9121115700489,t+2
Corrientes,2024,1,692.0,407.488634493836,t+4
Corrientes,2024,2,621.0,768.1722092222667,t+2
Corrientes,2024,2,621.0,543.4633604452649,t+4
Corrientes,2024,3,723.0,857.4826082515416,t+2
Corrientes,2024,3,723.0,672.6837578937367,t+4
Corrientes,2024,4,619.0,791.5471258147214,t+2
Corrientes,2024,4,619.0,803.6791504875366,t+4
Corrientes,2024,5,593.0,887.1318165175527,t+2
Corrientes,2024,5,593.0,849.9392096261216,t+4
Corrientes,2024,6,635.0,799.9221259811399,t+2
Corrientes,2024,6,635.0,816.031586850862,t+4
Corrientes,2024,7,545.0,756.2798326620094,t+2
Corrientes,2024,7,545.0,896.279325180903,t+4
Corrientes,2024,8,493.0,756.8832223047664,t+2
Corrientes,2024,8,493.0,811.2782877544722,t+4
Corrientes,2024,9,562.0,636.2908776771137,t+2
Corrientes,2024,9,562.0,708.3855499160582,t+4
Corrientes,2024,10,592.0,635.3279786876144,t+2
Corrientes,2024,10,592.0,743.4348631835527,t+4
Corrientes,2024,11,589.0,716.9414975676921,t+2
Corrientes,2024,11,589.0,711.6995046475056,t+4
Corrientes,2024,12,633.0,751.7550250968641,t+2
Corrientes,2024,12,633.0,648.9287294666094,t+4
Corrientes,2024,13,565.0,866.3368488555196,t+2
Corrientes,2024,13,565.0,651.4564554545267,t+4
Corrientes,2024,14,588.0,790.3418194847898,t+2
Corrientes,2024,14,588.0,667.495720417556,t+4
Corrientes,2024,15,602.0,728.5220501299254,t+2
Corrientes,2024,15,602.0,694.103275522689,t+4
Corrientes,2024,16,561.0,660.5747408207142,t+2
Corrientes,2024,16,561.0,624.9117366379465,t+4
Corrientes,2024,17,430.0,576.722143038095,t+2
Corrientes,2024,17,430.0,557.7872299957851,t+4
Corrientes,2024,18,250.0,503.23850492997786,t+2
Corrientes,2024,18,250.0,500.6066233339613,t+4
Corrientes,2024,19,240.0,442.0485790619052,t+2
Corrientes,2024,19,240.0,462.1442037676707,t+4
Corrientes,2024,20,135.0,315.13208778956266,t+2
Corrientes,2024,20,135.0,409.6596484179085,t+4
Corrientes,2024,21,45.0,199.72120677662423,t+2
Corrientes,2024,21,45.0,296.5696500063809,t+4
Corrientes,2024,22,14.0,64.43746098907957,t+2
Corrientes,2024,22,14.0,179.9734682044574,t+4
Corrientes,2024,23,22.0,19.97580416474911,t+2
Corrientes,2024,23,22.0,98.8644052278921,t+4
Corrientes,2024,24,31.0,4.950657656680404,t+2
Corrientes,2024,24,31.0,35.06865335192138,t+4
Corrientes,2024,25,12.0,5.31918721177118,t+2
Corrientes,2024,25,12.0,8.257924041304872,t+4
Corrientes,2024,26,5.0,8.101448562733173,t+2
Corrientes,2024,26,5.0,1.2252460569706802,t+4
Corrientes,2024,27,1.0,5.037800337845797,t+2
Corrientes,2024,27,1.0,0.7280638321440576,t+4
Corrientes,2024,28,0.0,1.6014552208033492,t+2
Corrientes,2024,28,0.0,1.267610761722607,t+4
Corrientes,2024,29,0.0,0.6509617876475515,t+2
Corrientes,2024,29,0.0,1.305015754847604,t+4
Corrientes,2024,30,0.0,0.2645360001393506,t+2
Corrientes,2024,30,0.0,0.7547806286889092,t+4
Corrientes,2024,31,0.0,0.1987060087081128,t+2
Corrientes,2024,31,0.0,0.2785941384196588,t+4
Corrientes,2024,32,0.0,0.2003070496067409,t+2
Corrientes,2024,32,0.0,0.009576919178897,t+4
Corrientes,2024,33,0.0,0.1712319946873325,t+2
Corrientes,2024,33,0.0,0.0,t+4
Corrientes,2024,34,0.0,0.1280894494534256,t+2
Corrientes,2024,34,0.0,0.0,t+4
Corrientes,2024,35,0.0,0.0853056838482862,t+2
Corrientes,2024,35,0.0,0.0,t+4
Corrientes,2024,36,0.0,0.0540851292627951,t+2
Corrientes,2024,36,0.0,0.0,t+4
Corrientes,2024,37,0.0,0.0272656201490221,t+2
Corrientes,2024,37,0.0,0.0,t+4
Corrientes,2024,38,0.0,0.0,t+2
Corrientes,2024,38,0.0,0.0,t+4
Corrientes,2024,39,0.0,0.0,t+2
Corrientes,2024,39,0.0,0.0,t+4
Corrientes,2024,40,0.0,0.0,t+2
Corrientes,2024,40,0.0,0.0,t+4
Corrientes,2024,41,0.0,0.0,t+2
Corrientes,2024,41,0.0,0.0,t+4
Corrientes,2024,42,0.0,0.0,t+2
Corrientes,2024,42,0.0,0.0,t+4
Corrientes,2024,43,0.0,0.0,t+2
Corrientes,2024,43,0.0,0.0,t+4
Corrientes,2024,44,0.0,0.0,t+2
Corrientes,2024,44,0.0,0.0,t+4
Corrientes,2024,45,0.0,0.0,t+2
Corrientes,2024,45,0.0,0.0,t+4
Corrientes,2024,46,0.0,0.0,t+2
Corrientes,2024,46,0.0,0.0,t+4
Corrientes,2024,47,0.0,0.0,t+2
Corrientes,2024,47,0.0,0.0,t+4
Corrientes,2024,48,0.0,0.0,t+2
Corrientes,2024,48,0.0,0.0,t+4
Corrientes,2024,49,0.0,0.0,t+2
Corrientes,2024,49,0.0,0.0438320323230559,t+4
Corrientes,2024,50,0.0,0.0007261019625887,t+2
Corrientes,2024,50,0.0,0.0619992659393237,t+4
Corrientes,2024,51,0.0,0.0063719838207853,t+2
Corrientes,2024,51,0.0,0.1754859237638527,t+4
Corrientes,2024,52,0.0,0.0144801391266475,t+2
Corrientes,2024,52,0.0,0.4633939336106418,t+4
Corrientes,2025,1,0.0,0.0713114457138118,t+2
Corrientes,2025,1,0.0,0.8735745042569754,t+4
Corrientes,2025,2,0.0,0.1352159627945118,t+2
Corrientes,2025,2,0.0,1.1848584701399236,t+4
Corrientes,2025,3,0.0,0.1602229800105775,t+2
Corrientes,2025,3,0.0,1.4393592701188205,t+4
Corrientes,2025,4,0.0,0.0789489820947899,t+2
Corrientes,2025,4,0.0,1.6323934101951925,t+4
Corrientes,2025,5,3.0,0.0311680936740397,t+2
Corrientes,2025,5,3.0,1.720005412975128,t+4
Corrientes,2025,6,0.0,0.0732941679800645,t+2
Corrientes,2025,6,0.0,1.5327638131449464,t+4
Corrientes,2025,7,0.0,0.820029084817224,t+2
Corrientes,2025,7,0.0,1.2175004924651298,t+4
Corrientes,2025,8,1.0,0.9092619924315416,t+2
Corrientes,2025,8,1.0,0.9902125648680354,t+4
Corrientes,2025,9,6.0,0.7151150266660651,t+2
Corrientes,2025,9,6.0,2.369105362976401,t+4
Corrientes,2025,10,4.0,1.0725000819665111,t+2
Corrientes,2025,10,4.0,2.0269858028277947,t+4
Corrientes,2025,11,5.0,3.790259384580922,t+2
Corrientes,2025,11,5.0,1.2569112463528138,t+4
Corrientes,2025,12,3.0,5.824811275444815,t+2
Corrientes,2025,12,3.0,1.5806670414350823,t+4
Corrientes,2025,13,1.0,5.672729322759891,t+2
Corrientes,2025,13,1.0,4.796067098083012,t+4
Corrientes,2025,14,5.0,4.521651062860164,t+2
Corrientes,2025,14,5.0,8.249837573609408,t+4
Corrientes,2025,15,0.0,2.2893091455451087,t+2
Corrientes,2025,15,0.0,9.12312111027144,t+4
Corrientes,2025,16,16.0,2.976490984923596,t+2
Corrientes,2025,16,16.0,6.213815942488892,t+4
Corrientes,2025,17,0.0,1.110991613564305,t+2
Corrientes,2025,17,0.0,2.3916380522304337,t+4
Corrientes,2025,18,5.0,3.581136288394515,t+2
Corrientes,2025,18,5.0,1.8448514305999333,t+4
Corrientes,2025,19,0.0,1.010972190083933,t+2
Corrientes,2025,19,0.0,0.3393545299698728,t+4
Corrientes,2025,20,0.0,1.1671544571673,t+2
Corrientes,2025,20,0.0,1.0908531660234986,t+4
Corrientes,2025,21,4.0,0.6003162542446784,t+2
Corrientes,2025,21,4.0,0.3376752910392277,t+4
Corrientes,2025,22,0.0,0.2864281771352199,t+2
Corrientes,2025,22,0.0,0.4597877377338063,t+4
Corrientes,2025,23,0.0,0.5835825916079882,t+2
Corrientes,2025,23,0.0,0.2327566627452138,t+4
Corrientes,2025,24,0.0,0.3579467743885062,t+2
Corrientes,2025,24,0.0,0.0,t+4
Corrientes,2025,25,0.0,0.1286731414521698,t+2
Corrientes,2025,25,0.0,0.197075697655987,t+4
Corrientes,2025,26,0.0,0.0,t+2
Corrientes,2025,26,0.0,0.0737976156939476,t+4
Corrientes,2025,27,0.0,0.0,t+2
Corrientes,2025,27,0.0,0.0,t+4
Corrientes,2025,28,0.0,0.0,t+2
Corrientes,2025,28,0.0,0.0,t+4
Corrientes,2025,29,0.0,0.0,t+2
Corrientes,2025,29,0.0,0.0,t+4
Corrientes,2025,30,0.0,0.0,t+2
Corrientes,2025,30,0.0,0.0,t+4
Corrientes,2025,31,0.0,0.0,t+2
Corrientes,2025,31,0.0,0.0,t+4
Corrientes,2025,32,0.0,0.0,t+2
Corrientes,2025,32,0.0,0.0,t+4
Corrientes,2025,33,0.0,0.0,t+2
Corrientes,2025,33,0.0,0.0,t+4
Corrientes,2025,34,0.0,0.0,t+2
Corrientes,2025,34,0.0,0.0,t+4
Corrientes,2025,35,0.0,0.0,t+2
Corrientes,2025,35,0.0,0.0,t+4
Corrientes,2025,36,0.0,0.0,t+2
Corrientes,2025,36,0.0,0.0,t+4
Corrientes,2025,37,0.0,0.0,t+2
Corrientes,2025,37,0.0,0.0,t+4
Corrientes,2025,38,0.0,0.0,t+2
Corrientes,2025,38,0.0,0.0,t+4
Corrientes,2025,39,0.0,0.0,t+2
Corrientes,2025,39,0.0,0.0,t+4
Corrientes,2025,40,0.0,0.0,t+2
Corrientes,2025,40,0.0,0.0,t+4
Corrientes,2025,41,0.0,0.0,t+2
Corrientes,2025,41,0.0,0.0,t+4
Corrientes,2025,42,0.0,0.0,t+2
Corrientes,2025,42,0.0,0.0,t+4
Corrientes,2025,43,0.0,0.0,t+2
Corrientes,2025,43,0.0,0.0,t+4
Corrientes,2025,44,0.0,0.0,t+2
Corrientes,2025,44,0.0,0.0,t+4
Corrientes,2025,45,0.0,0.0,t+2
Corrientes,2025,45,0.0,0.0,t+4
Corrientes,2025,46,0.0,0.0,t+2
Corrientes,2025,46,0.0,0.0,t+4
Corrientes,2025,47,0.0,0.0,t+2
Corrientes,2025,47,0.0,0.0,t+4
Corrientes,2025,48,0.0,0.0,t+2
Corrientes,2025,48,0.0,0.0,t+4
Corrientes,2025,49,0.0,0.0,t+2
Corrientes,2025,49,0.0,0.0202351136515666,t+4
Corrientes,2025,50,0.0,0.0,t+2
Corrientes,2025,50,0.0,0.0847337302165227,t+4
Corrientes,2025,51,0.0,0.0,t+2
Corrientes,2025,51,0.0,0.1488872010931794,t+4
Corrientes,2025,52,0.0,0.0,t+2
Corrientes,2025,52,0.0,0.2487213643173653,t+4
Corrientes,2025,53,0.0,0.0213600491051933,t+2
Corrientes,2025,53,0.0,0.3510749439889888,t+4
Corrientes,2026,2,,0.56,t+2
Corrientes,2026,4,,0.27,t+4
Córdoba,2019,1,0.0,,t+2
Córdoba,2019,2,0.0,,t+2
Córdoba,2019,3,0.0,,t+2
Córdoba,2019,4,0.0,,t+2
Córdoba,2019,5,0.0,,t+2
Córdoba,2019,6,0.0,,t+2
Córdoba,2019,7,0.0,,t+2
Córdoba,2019,8,0.0,,t+2
Córdoba,2019,9,1.0,,t+2
Córdoba,2019,10,0.0,,t+2
Córdoba,2019,11,0.0,,t+2
Córdoba,2019,12,0.0,,t+2
Córdoba,2019,13,0.0,,t+2
Córdoba,2019,14,0.0,,t+2
Córdoba,2019,15,0.0,,t+2
Córdoba,2019,16,0.0,,t+2
Córdoba,2019,17,1.0,,t+2
Córdoba,2019,18,0.0,,t+2
Córdoba,2019,19,2.0,,t+2
Córdoba,2019,20,0.0,,t+2
Córdoba,2019,21,0.0,,t+2
Córdoba,2019,22,0.0,,t+2
Córdoba,2019,23,0.0,,t+2
Córdoba,2019,24,0.0,,t+2
Córdoba,2019,25,0.0,,t+2
Córdoba,2019,26,0.0,,t+2
Córdoba,2019,27,0.0,,t+2
Córdoba,2019,28,0.0,,t+2
Córdoba,2019,29,0.0,,t+2
Córdoba,2019,30,0.0,,t+2
Córdoba,2019,31,0.0,,t+2
Córdoba,2019,32,0.0,,t+2
Córdoba,2019,33,0.0,,t+2
Córdoba,2019,34,0.0,,t+2
Córdoba,2019,35,0.0,,t+2
Córdoba,2019,36,0.0,,t+2
Córdoba,2019,37,0.0,,t+2
Córdoba,2019,38,0.0,,t+2
Córdoba,2019,39,0.0,,t+2
Córdoba,2019,40,0.0,,t+2
Córdoba,2019,41,0.0,,t+2
Córdoba,2019,42,0.0,,t+2
Córdoba,2019,43,0.0,,t+2
Córdoba,2019,44,0.0,,t+2
Córdoba,2019,45,0.0,,t+2
Córdoba,2019,46,0.0,,t+2
Córdoba,2019,47,0.0,,t+2
Córdoba,2019,48,0.0,,t+2
Córdoba,2019,49,0.0,,t+2
Córdoba,2019,50,0.0,,t+2
Córdoba,2019,51,0.0,,t+2
Córdoba,2019,52,0.0,,t+2
Córdoba,2020,1,0.0,,t+2
Córdoba,2020,2,0.0,,t+2
Córdoba,2020,3,0.0,,t+2
Córdoba,2020,4,2.0,,t+2
Córdoba,2020,5,10.0,,t+2
Córdoba,2020,6,13.0,,t+2
Córdoba,2020,7,35.0,,t+2
Córdoba,2020,8,107.0,,t+2
Córdoba,2020,9,77.0,,t+2
Córdoba,2020,10,148.0,,t+2
Córdoba,2020,11,317.0,,t+2
Córdoba,2020,12,396.0,,t+2
Córdoba,2020,13,487.0,,t+2
Córdoba,2020,14,488.0,,t+2
Córdoba,2020,15,423.0,,t+2
Córdoba,2020,16,321.0,,t+2
Córdoba,2020,17,259.0,,t+2
Córdoba,2020,18,179.0,,t+2
Córdoba,2020,19,140.0,,t+2
Córdoba,2020,20,103.0,,t+2
Córdoba,2020,21,51.0,,t+2
Córdoba,2020,22,18.0,,t+2
Córdoba,2020,23,4.0,,t+2
Córdoba,2020,24,1.0,,t+2
Córdoba,2020,25,3.0,,t+2
Córdoba,2020,26,0.0,,t+2
Córdoba,2020,27,1.0,,t+2
Córdoba,2020,28,0.0,,t+2
Córdoba,2020,29,0.0,,t+2
Córdoba,2020,30,0.0,,t+2
Córdoba,2020,31,0.0,,t+2
Córdoba,2020,32,0.0,,t+2
Córdoba,2020,33,0.0,,t+2
Córdoba,2020,34,0.0,,t+2
Córdoba,2020,35,0.0,,t+2
Córdoba,2020,36,0.0,,t+2
Córdoba,2020,37,0.0,,t+2
Córdoba,2020,38,0.0,,t+2
Córdoba,2020,39,0.0,,t+2
Córdoba,2020,40,0.0,,t+2
Córdoba,2020,41,0.0,,t+2
Córdoba,2020,42,0.0,,t+2
Córdoba,2020,43,0.0,,t+2
Córdoba,2020,44,0.0,,t+2
Córdoba,2020,45,0.0,,t+2
Córdoba,2020,46,0.0,,t+2
Córdoba,2020,47,0.0,,t+2
Córdoba,2020,48,0.0,,t+2
Córdoba,2020,49,0.0,,t+2
Córdoba,2020,50,0.0,,t+2
Córdoba,2020,51,1.0,,t+2
Córdoba,2020,52,0.0,,t+2
Córdoba,2020,53,0.0,,t+2
Córdoba,2021,1,0.0,,t+2
Córdoba,2021,2,0.0,,t+2
Córdoba,2021,3,0.0,,t+2
Córdoba,2021,4,0.0,,t+2
Córdoba,2021,5,0.0,,t+2
Córdoba,2021,6,0.0,,t+2
Córdoba,2021,7,0.0,,t+2
Córdoba,2021,8,0.0,,t+2
Córdoba,2021,9,0.0,,t+2
Córdoba,2021,10,0.0,,t+2
Córdoba,2021,11,2.0,,t+2
Córdoba,2021,12,0.0,,t+2
Córdoba,2021,13,0.0,,t+2
Córdoba,2021,14,0.0,,t+2
Córdoba,2021,15,1.0,,t+2
Córdoba,2021,16,4.0,,t+2
Córdoba,2021,17,1.0,,t+2
Córdoba,2021,18,4.0,,t+2
Córdoba,2021,19,0.0,,t+2
Córdoba,2021,20,0.0,,t+2
Córdoba,2021,21,0.0,,t+2
Córdoba,2021,22,0.0,,t+2
Córdoba,2021,23,0.0,,t+2
Córdoba,2021,24,0.0,,t+2
Córdoba,2021,25,0.0,,t+2
Córdoba,2021,26,0.0,,t+2
Córdoba,2021,27,0.0,,t+2
Córdoba,2021,28,0.0,,t+2
Córdoba,2021,29,0.0,,t+2
Córdoba,2021,30,0.0,,t+2
Córdoba,2021,31,0.0,,t+2
Córdoba,2021,32,0.0,,t+2
Córdoba,2021,33,0.0,,t+2
Córdoba,2021,34,0.0,,t+2
Córdoba,2021,35,0.0,,t+2
Córdoba,2021,36,0.0,,t+2
Córdoba,2021,37,0.0,,t+2
Córdoba,2021,38,0.0,,t+2
Córdoba,2021,39,0.0,,t+2
Córdoba,2021,40,0.0,,t+2
Córdoba,2021,41,0.0,,t+2
Córdoba,2021,42,0.0,,t+2
Córdoba,2021,43,0.0,,t+2
Córdoba,2021,44,0.0,,t+2
Córdoba,2021,45,0.0,,t+2
Córdoba,2021,46,0.0,,t+2
Córdoba,2021,47,0.0,,t+2
Córdoba,2021,48,0.0,,t+2
Córdoba,2021,49,0.0,,t+2
Córdoba,2021,50,0.0,,t+2
Córdoba,2021,51,0.0,,t+2
Córdoba,2021,52,0.0,,t+2
Córdoba,2022,1,0.0,,t+2
Córdoba,2022,2,0.0,,t+2
Córdoba,2022,3,0.0,,t+2
Córdoba,2022,4,0.0,,t+2
Córdoba,2022,5,0.0,,t+2
Córdoba,2022,6,0.0,,t+2
Córdoba,2022,7,0.0,,t+2
Córdoba,2022,8,0.0,,t+2
Córdoba,2022,9,0.0,,t+2
Córdoba,2022,10,0.0,,t+2
Córdoba,2022,11,0.0,,t+2
Córdoba,2022,12,0.0,,t+2
Córdoba,2022,13,1.0,,t+2
Córdoba,2022,14,0.0,,t+2
Córdoba,2022,15,0.0,,t+2
Córdoba,2022,16,1.0,,t+2
Córdoba,2022,17,1.0,,t+2
Córdoba,2022,18,0.0,,t+2
Córdoba,2022,19,0.0,,t+2
Córdoba,2022,20,0.0,,t+2
Córdoba,2022,21,1.0,,t+2
Córdoba,2022,22,0.0,,t+2
Córdoba,2022,23,0.0,,t+2
Córdoba,2022,24,0.0,,t+2
Córdoba,2022,25,0.0,,t+2
Córdoba,2022,26,0.0,,t+2
Córdoba,2022,27,0.0,,t+2
Córdoba,2022,28,0.0,,t+2
Córdoba,2022,29,0.0,,t+2
Córdoba,2022,30,0.0,,t+2
Córdoba,2022,31,0.0,,t+2
Córdoba,2022,32,0.0,,t+2
Córdoba,2022,33,0.0,,t+2
Córdoba,2022,34,0.0,,t+2
Córdoba,2022,35,0.0,,t+2
Córdoba,2022,36,0.0,,t+2
Córdoba,2022,37,0.0,,t+2
Córdoba,2022,38,0.0,,t+2
Córdoba,2022,39,0.0,,t+2
Córdoba,2022,40,1.0,,t+2
Córdoba,2022,41,0.0,,t+2
Córdoba,2022,42,0.0,,t+2
Córdoba,2022,43,0.0,,t+2
Córdoba,2022,44,0.0,,t+2
Córdoba,2022,45,0.0,,t+2
Córdoba,2022,46,0.0,,t+2
Córdoba,2022,47,0.0,,t+2
Córdoba,2022,48,2.0,,t+2
Córdoba,2022,49,0.0,,t+2
Córdoba,2022,50,1.0,,t+2
Córdoba,2022,51,0.0,,t+2
Córdoba,2022,52,0.0,,t+2
Córdoba,2023,1,2.0,,t+2
Córdoba,2023,2,2.0,,t+2
Córdoba,2023,3,0.0,,t+2
Córdoba,2023,4,2.0,,t+2
Córdoba,2023,5,3.0,,t+2
Córdoba,2023,6,0.0,,t+2
Córdoba,2023,7,9.0,,t+2
Córdoba,2023,8,11.0,,t+2
Córdoba,2023,9,24.0,,t+2
Córdoba,2023,10,115.0,,t+2
Córdoba,2023,11,305.0,,t+2
Córdoba,2023,12,682.0,,t+2
Córdoba,2023,13,1107.0,,t+2
Córdoba,2023,14,1280.0,,t+2
Córdoba,2023,15,1341.0,,t+2
Córdoba,2023,16,1079.0,,t+2
Córdoba,2023,17,691.0,,t+2
Córdoba,2023,18,454.0,,t+2
Córdoba,2023,19,273.0,,t+2
Córdoba,2023,20,205.0,,t+2
Córdoba,2023,21,128.0,,t+2
Córdoba,2023,22,112.0,,t+2
Córdoba,2023,23,85.0,,t+2
Córdoba,2023,24,65.0,,t+2
Córdoba,2023,25,2.0,,t+2
Córdoba,2023,26,6.0,,t+2
Córdoba,2023,27,5.0,,t+2
Córdoba,2023,28,2.0,,t+2
Córdoba,2023,29,4.0,,t+2
Córdoba,2023,30,0.0,,t+2
Córdoba,2023,31,0.0,,t+2
Córdoba,2023,32,1.0,,t+2
Córdoba,2023,33,0.0,,t+2
Córdoba,2023,34,0.0,,t+2
Córdoba,2023,35,1.0,,t+2
Córdoba,2023,36,1.0,,t+2
Córdoba,2023,37,0.0,,t+2
Córdoba,2023,38,1.0,,t+2
Córdoba,2023,39,5.0,,t+2
Córdoba,2023,40,0.0,,t+2
Córdoba,2023,41,1.0,,t+2
Córdoba,2023,42,0.0,,t+2
Córdoba,2023,43,1.0,,t+2
Córdoba,2023,44,3.0,,t+2
Córdoba,2023,45,2.0,,t+2
Córdoba,2023,46,4.0,,t+2
Córdoba,2023,47,3.0,,t+2
Córdoba,2023,48,5.0,,t+2
Córdoba,2023,49,3.0,,t+2
Córdoba,2023,50,3.0,,t+2
Córdoba,2023,51,16.0,,t+2
Córdoba,2023,52,19.0,,t+2
Córdoba,2024,1,76.0,80.64339674355318,t+2
Córdoba,2024,1,76.0,29.565437409804748,t+4
Córdoba,2024,2,95.0,149.5217591421095,t+2
Córdoba,2024,2,95.0,38.16525408690366,t+4
Córdoba,2024,3,114.0,340.92864408664,t+2
Córdoba,2024,3,114.0,87.36135490204292,t+4
Córdoba,2024,4,140.0,428.4270728467989,t+2
Córdoba,2024,4,140.0,166.3253627287799,t+4
Córdoba,2024,5,177.0,507.2475762860464,t+2
Córdoba,2024,5,177.0,330.18727394032305,t+4
Córdoba,2024,6,707.0,520.3744349978554,t+2
Córdoba,2024,6,707.0,460.1746681198925,t+4
Córdoba,2024,7,1411.0,582.8688258241772,t+2
Córdoba,2024,7,1411.0,514.5526185784661,t+4
Córdoba,2024,8,1961.0,887.3173329060867,t+2
Córdoba,2024,8,1961.0,479.0853467526925,t+4
Córdoba,2024,9,3294.0,1046.9732837553129,t+2
Córdoba,2024,9,3294.0,492.9022946705429,t+4
Córdoba,2024,10,4304.0,1185.610982908545,t+2
Córdoba,2024,10,4304.0,746.3705821744104,t+4
Córdoba,2024,11,9248.0,1403.131709184025,t+2
Córdoba,2024,11,9248.0,881.1823430072934,t+4
Córdoba,2024,12,18237.0,1499.5600435546362,t+2
Córdoba,2024,12,18237.0,910.8131088965042,t+4
Córdoba,2024,13,20113.0,1748.856023058661,t+2
Córdoba,2024,13,20113.0,989.250216434185,t+4
Córdoba,2024,14,22339.0,1824.4310423833124,t+2
Córdoba,2024,14,22339.0,1010.5727554463824,t+4
Córdoba,2024,15,9734.0,1841.957170220146,t+2
Córdoba,2024,15,9734.0,1119.816638169226,t+4
Córdoba,2024,16,4406.0,1762.3613500488796,t+2
Córdoba,2024,16,4406.0,1171.2139745162867,t+4
Córdoba,2024,17,3721.0,1512.317110876539,t+2
Córdoba,2024,17,3721.0,1159.0354479559526,t+4
Córdoba,2024,18,2045.0,1252.0806159821643,t+2
Córdoba,2024,18,2045.0,1077.715141117119,t+4
Córdoba,2024,19,1084.0,1105.5668437906268,t+2
Córdoba,2024,19,1084.0,882.8884721767673,t+4
Córdoba,2024,20,421.0,787.3214319314136,t+2
Córdoba,2024,20,421.0,624.8068707475098,t+4
Córdoba,2024,21,162.0,472.09977978326754,t+2
Córdoba,2024,21,162.0,471.81691359027104,t+4
