provincia,anio,semana_epi,casos_real,pred,horizonte
Buenos Aires,2019,1,0.0,,t+2
Buenos Aires,2019,2,0.0,,t+2
Buenos Aires,2019,3,0.0,,t+2
Buenos Aires,2019,4,0.0,,t+2
Buenos Aires,2019,5,0.0,,t+2
Buenos Aires,2019,6,1.0,,t+2
Buenos Aires,2019,7,3.0,,t+2
Buenos Aires,2019,8,0.0,,t+2
Buenos Aires,2019,9,8.0,,t+2
Buenos Aires,2019,10,0.0,,t+2
Buenos Aires,2019,11,2.0,,t+2
Buenos Aires,2019,12,7.0,,t+2
Buenos Aires,2019,13,8.0,,t+2
Buenos Aires,2019,14,6.0,,t+2
Buenos Aires,2019,15,5.0,,t+2
Buenos Aires,2019,16,8.0,,t+2
Buenos Aires,2019,17,3.0,,t+2
Buenos Aires,2019,18,4.0,,t+2
Buenos Aires,2019,19,3.0,,t+2
Buenos Aires,2019,20,0.0,,t+2
Buenos Aires,2019,21,1.0,,t+2
Buenos Aires,2019,22,0.0,,t+2
Buenos Aires,2019,23,1.0,,t+2
Buenos Aires,2019,24,0.0,,t+2
Buenos Aires,2019,25,0.0,,t+2
Buenos Aires,2019,26,1.0,,t+2
Buenos Aires,2019,27,0.0,,t+2
Buenos Aires,2019,28,0.0,,t+2
Buenos Aires,2019,29,0.0,,t+2
Buenos Aires,2019,30,0.0,,t+2
Buenos Aires,2019,31,0.0,,t+2
Buenos Aires,2019,32,0.0,,t+2
Buenos Aires,2019,33,0.0,,t+2
Buenos Aires,2019,34,0.0,,t+2
Buenos Aires,2019,35,0.0,,t+2
Buenos Aires,2019,36,0.0,,t+2
Buenos Aires,2019,37,0.0,,t+2
Buenos Aires,2019,38,0.0,,t+2
Buenos Aires,2019,39,0.0,,t+2
Buenos Aires,2019,40,0.0,,t+2
Buenos Aires,2019,41,0.0,,t+2
Buenos Aires,2019,42,0.0,,t+2
Buenos Aires,2019,43,0.0,,t+2
Buenos Aires,2019,44,0.0,,t+2
Buenos Aires,2019,45,0.0,,t+2
Buenos Aires,2019,46,0.0,,t+2
Buenos Aires,2019,47,0.0,,t+2
Buenos Aires,2019,48,0.0,,t+2
Buenos Aires,2019,49,0.0,,t+2
Buenos Aires,2019,50,0.0,,t+2
Buenos Aires,2019,51,0.0,,t+2
Buenos Aires,2019,52,0.0,,t+2
Buenos Aires,2020,1,0.0,,t+2
Buenos Aires,2020,2,1.0,,t+2
Buenos Aires,2020,3,4.0,,t+2
Buenos Aires,2020,4,8.0,,t+2
Buenos Aires,2020,5,17.0,,t+2
Buenos Aires,2020,6,20.0,,t+2
Buenos Aires,2020,7,77.0,,t+2
Buenos Aires,2020,8,157.0,,t+2
Buenos Aires,2020,9,267.0,,t+2
Buenos Aires,2020,10,504.0,,t+2
Buenos Aires,2020,11,969.0,,t+2
Buenos Aires,2020,12,642.0,,t+2
Buenos Aires,2020,13,534.0,,t+2
Buenos Aires,2020,14,779.0,,t+2
Buenos Aires,2020,15,687.0,,t+2
Buenos Aires,2020,16,457.0,,t+2
Buenos Aires,2020,17,330.0,,t+2
Buenos Aires,2020,18,292.0,,t+2
Buenos Aires,2020,19,176.0,,t+2
Buenos Aires,2020,20,141.0,,t+2
Buenos Aires,2020,21,84.0,,t+2
Buenos Aires,2020,22,49.0,,t+2
Buenos Aires,2020,23,11.0,,t+2
Buenos Aires,2020,24,11.0,,t+2
Buenos Aires,2020,25,0.0,,t+2
Buenos Aires,2020,26,0.0,,t+2
Buenos Aires,2020,27,1.0,,t+2
Buenos Aires,2020,28,0.0,,t+2
Buenos Aires,2020,29,0.0,,t+2
Buenos Aires,2020,30,1.0,,t+2
Buenos Aires,2020,31,0.0,,t+2
Buenos Aires,2020,32,1.0,,t+2
Buenos Aires,2020,33,0.0,,t+2
Buenos Aires,2020,34,0.0,,t+2
Buenos Aires,2020,35,0.0,,t+2
Buenos Aires,2020,36,1.0,,t+2
Buenos Aires,2020,37,0.0,,t+2
Buenos Aires,2020,38,0.0,,t+2
Buenos Aires,2020,39,1.0,,t+2
Buenos Aires,2020,40,1.0,,t+2
Buenos Aires,2020,41,0.0,,t+2
Buenos Aires,2020,42,0.0,,t+2
Buenos Aires,2020,43,0.0,,t+2
Buenos Aires,2020,44,1.0,,t+2
Buenos Aires,2020,45,1.0,,t+2
Buenos Aires,2020,46,0.0,,t+2
Buenos Aires,2020,47,2.0,,t+2
Buenos Aires,2020,48,2.0,,t+2
Buenos Aires,2020,49,0.0,,t+2
Buenos Aires,2020,50,0.0,,t+2
Buenos Aires,2020,51,1.0,,t+2
Buenos Aires,2020,52,0.0,,t+2
Buenos Aires,2020,53,0.0,,t+2
Buenos Aires,2021,1,0.0,,t+2
Buenos Aires,2021,2,0.0,,t+2
Buenos Aires,2021,3,0.0,,t+2
Buenos Aires,2021,4,0.0,,t+2
Buenos Aires,2021,5,0.0,,t+2
Buenos Aires,2021,6,0.0,,t+2
Buenos Aires,2021,7,0.0,,t+2
Buenos Aires,2021,8,0.0,,t+2
Buenos Aires,2021,9,0.0,,t+2
Buenos Aires,2021,10,2.0,,t+2
Buenos Aires,2021,11,0.0,,t+2
Buenos Aires,2021,12,2.0,,t+2
Buenos Aires,2021,13,2.0,,t+2
Buenos Aires,2021,14,2.0,,t+2
Buenos Aires,2021,15,2.0,,t+2
Buenos Aires,2021,16,0.0,,t+2
Buenos Aires,2021,17,1.0,,t+2
Buenos Aires,2021,18,0.0,,t+2
Buenos Aires,2021,19,0.0,,t+2
Buenos Aires,2021,20,0.0,,t+2
Buenos Aires,2021,21,0.0,,t+2
Buenos Aires,2021,22,0.0,,t+2
Buenos Aires,2021,23,0.0,,t+2
Buenos Aires,2021,24,0.0,,t+2
Buenos Aires,2021,25,0.0,,t+2
Buenos Aires,2021,26,0.0,,t+2
Buenos Aires,2021,27,0.0,,t+2
Buenos Aires,2021,28,0.0,,t+2
Buenos Aires,2021,29,0.0,,t+2
Buenos Aires,2021,30,0.0,,t+2
Buenos Aires,2021,31,0.0,,t+2
Buenos Aires,2021,32,0.0,,t+2
Buenos Aires,2021,33,0.0,,t+2
Buenos Aires,2021,34,0.0,,t+2
Buenos Aires,2021,35,0.0,,t+2
Buenos Aires,2021,36,0.0,,t+2
Buenos Aires,2021,37,0.0,,t+2
Buenos Aires,2021,38,0.0,,t+2
Buenos Aires,2021,39,0.0,,t+2
Buenos Aires,2021,40,0.0,,t+2
Buenos Aires,2021,41,0.0,,t+2
Buenos Aires,2021,42,0.0,,t+2
Buenos Aires,2021,43,0.0,,t+2
Buenos Aires,2021,44,0.0,,t+2
Buenos Aires,2021,45,0.0,,t+2
Buenos Aires,2021,46,0.0,,t+2
Buenos Aires,2021,47,0.0,,t+2
Buenos Aires,2021,48,0.0,,t+2
Buenos Aires,2021,49,0.0,,t+2
Buenos Aires,2021,50,0.0,,t+2
Buenos Aires,2021,51,0.0,,t+2
Buenos Aires,2021,52,0.0,,t+2
Buenos Aires,2022,1,0.0,,t+2
Buenos Aires,2022,2,0.0,,t+2
Buenos Aires,2022,3,0.0,,t+2
Buenos Aires,2022,4,2.0,,t+2
Buenos Aires,2022,5,0.0,,t+2
Buenos Aires,2022,6,0.0,,t+2
Buenos Aires,2022,7,5.0,,t+2
Buenos Aires,2022,8,6.0,,t+2
Buenos Aires,2022,9,8.0,,t+2
Buenos Aires,2022,10,11.0,,t+2
Buenos Aires,2022,11,8.0,,t+2
Buenos Aires,2022,12,10.0,,t+2
Buenos Aires,2022,13,14.0,,t+2
Buenos Aires,2022,14,23.0,,t+2
Buenos Aires,2022,15,18.0,,t+2
Buenos Aires,2022,16,14.0,,t+2
Buenos Aires,2022,17,16.0,,t+2
Buenos Aires,2022,18,5.0,,t+2
Buenos Aires,2022,19,4.0,,t+2
Buenos Aires,2022,20,4.0,,t+2
Buenos Aires,2022,21,0.0,,t+2
Buenos Aires,2022,22,0.0,,t+2
Buenos Aires,2022,23,0.0,,t+2
Buenos Aires,2022,24,0.0,,t+2
Buenos Aires,2022,25,0.0,,t+2
Buenos Aires,2022,26,0.0,,t+2
Buenos Aires,2022,27,0.0,,t+2
Buenos Aires,2022,28,0.0,,t+2
Buenos Aires,2022,29,0.0,,t+2
Buenos Aires,2022,30,0.0,,t+2
Buenos Aires,2022,31,0.0,,t+2
Buenos Aires,2022,32,1.0,,t+2
Buenos Aires,2022,33,0.0,,t+2
Buenos Aires,2022,34,0.0,,t+2
Buenos Aires,2022,35,0.0,,t+2
Buenos Aires,2022,36,0.0,,t+2
Buenos Aires,2022,37,0.0,,t+2
Buenos Aires,2022,38,0.0,,t+2
Buenos Aires,2022,39,0.0,,t+2
Buenos Aires,2022,40,1.0,,t+2
Buenos Aires,2022,41,0.0,,t+2
Buenos Aires,2022,42,0.0,,t+2
Buenos Aires,2022,43,0.0,,t+2
Buenos Aires,2022,44,0.0,,t+2
Buenos Aires,2022,45,0.0,,t+2
Buenos Aires,2022,46,0.0,,t+2
Buenos Aires,2022,47,0.0,,t+2
Buenos Aires,2022,48,0.0,,t+2
Buenos Aires,2022,49,0.0,,t+2
Buenos Aires,2022,50,0.0,,t+2
Buenos Aires,2022,51,0.0,,t+2
Buenos Aires,2022,52,0.0,,t+2
Buenos Aires,2023,1,2.0,,t+2
Buenos Aires,2023,2,1.0,,t+2
Buenos Aires,2023,3,4.0,,t+2
Buenos Aires,2023,4,6.0,,t+2
Buenos Aires,2023,5,5.0,,t+2
Buenos Aires,2023,6,9.0,,t+2
Buenos Aires,2023,7,14.0,,t+2
Buenos Aires,2023,8,41.0,,t+2
Buenos Aires,2023,9,105.0,,t+2
Buenos Aires,2023,10,280.0,,t+2
Buenos Aires,2023,11,617.0,,t+2
Buenos Aires,2023,12,1493.0,,t+2
Buenos Aires,2023,13,1997.0,,t+2
Buenos Aires,2023,14,1517.0,,t+2
Buenos Aires,2023,15,1699.0,,t+2
Buenos Aires,2023,16,1017.0,,t+2
Buenos Aires,2023,17,483.0,,t+2
Buenos Aires,2023,18,348.0,,t+2
Buenos Aires,2023,19,269.0,,t+2
Buenos Aires,2023,20,125.0,,t+2
Buenos Aires,2023,21,77.0,,t+2
Buenos Aires,2023,22,63.0,,t+2
Buenos Aires,2023,23,26.0,,t+2
Buenos Aires,2023,24,16.0,,t+2
Buenos Aires,2023,25,6.0,,t+2
Buenos Aires,2023,26,4.0,,t+2
Buenos Aires,2023,27,4.0,,t+2
Buenos Aires,2023,28,6.0,,t+2
Buenos Aires,2023,29,1.0,,t+2
Buenos Aires,2023,30,7.0,,t+2
Buenos Aires,2023,31,7.0,,t+2
Buenos Aires,2023,32,2.0,,t+2
Buenos Aires,2023,33,0.0,,t+2
Buenos Aires,2023,34,2.0,,t+2
Buenos Aires,2023,35,1.0,,t+2
Buenos Aires,2023,36,0.0,,t+2
Buenos Aires,2023,37,0.0,,t+2
Buenos Aires,2023,38,3.0,,t+2
Buenos Aires,2023,39,2.0,,t+2
Buenos Aires,2023,40,2.0,,t+2
Buenos Aires,2023,41,2.0,,t+2
Buenos Aires,2023,42,6.0,,t+2
Buenos Aires,2023,43,0.0,,t+2
Buenos Aires,2023,44,10.0,,t+2
Buenos Aires,2023,45,4.0,,t+2
Buenos Aires,2023,46,8.0,,t+2
Buenos Aires,2023,47,8.0,,t+2
Buenos Aires,2023,48,12.0,,t+2
Buenos Aires,2023,49,11.0,,t+2
Buenos Aires,2023,50,22.0,,t+2
Buenos Aires,2023,51,37.0,,t+2
Buenos Aires,2023,52,57.0,,t+2
Buenos Aires,2024,1,166.0,214.1376416257618,t+2
Buenos Aires,2024,1,166.0,99.38347825183811,t+4
Buenos Aires,2024,2,310.0,306.18638679544046,t+2
Buenos Aires,2024,2,310.0,159.26114809476752,t+4
Buenos Aires,2024,3,307.0,507.4895103465959,t+2
Buenos Aires,2024,3,307.0,231.53303238551857,t+4
Buenos Aires,2024,4,416.0,665.6136536719405,t+2
Buenos Aires,2024,4,416.0,316.2517597996734,t+4
Buenos Aires,2024,5,685.0,684.3075424946479,t+2
Buenos Aires,2024,5,685.0,462.5140393863945,t+4
Buenos Aires,2024,6,1676.0,694.5166982996834,t+2
Buenos Aires,2024,6,1676.0,603.7616408989909,t+4
Buenos Aires,2024,7,4069.0,834.2314890465191,t+2
Buenos Aires,2024,7,4069.0,638.7024577102142,t+4
Buenos Aires,2024,8,7290.0,1087.466420136844,t+2
Buenos Aires,2024,8,7290.0,635.6079176676978,t+4
Buenos Aires,2024,9,9911.0,1348.2911842604044,t+2
Buenos Aires,2024,9,9911.0,692.4036289933754,t+4
Buenos Aires,2024,10,12889.0,1601.5184391298678,t+2
Buenos Aires,2024,10,12889.0,902.3421754651674,t+4
Buenos Aires,2024,11,15000.0,1724.7533448861518,t+2
Buenos Aires,2024,11,15000.0,1100.9136999917846,t+4
Buenos Aires,2024,12,16073.0,1715.27937727758,t+2
Buenos Aires,2024,12,16073.0,1173.5028868712511,t+4
Buenos Aires,2024,13,12654.0,1660.7442340634163,t+2
Buenos Aires,2024,13,12654.0,1218.4926513072871,t+4
Buenos Aires,2024,14,11091.0,1722.761509075782,t+2
Buenos Aires,2024,14,11091.0,1252.9280326415617,t+4
Buenos Aires,2024,15,6505.0,1753.5003927829257,t+2
Buenos Aires,2024,15,6505.0,1220.839049682917,t+4
Buenos Aires,2024,16,4311.0,1623.347026544858,t+2
Buenos Aires,2024,16,4311.0,1222.658050331646,t+4
Buenos Aires,2024,17,2941.0,1304.5859298767164,t+2
Buenos Aires,2024,17,2941.0,1147.9041606196083,t+4
Buenos Aires,2024,18,1583.0,1067.3809568080626,t+2
Buenos Aires,2024,18,1583.0,983.421015175458,t+4
Buenos Aires,2024,19,813.0,890.0051995921878,t+2
Buenos Aires,2024,19,813.0,819.4736200994029,t+4
Buenos Aires,2024,20,444.0,666.7400814050383,t+2
Buenos Aires,2024,20,444.0,697.4646868445361,t+4
Buenos Aires,2024,21,180.0,430.4188708972363,t+2
Buenos Aires,2024,21,180.0,526.896437375463,t+4
Buenos Aires,2024,22,64.0,219.9987890863456,t+2
Buenos Aires,2024,22,64.0,320.2562243042653,t+4
Buenos Aires,2024,23,24.0,76.25307208522025,t+2
Buenos Aires,2024,23,24.0,150.41945311880252,t+4
Buenos Aires,2024,24,21.0,20.7236471333522,t+2
Buenos Aires,2024,24,21.0,59.47093213916441,t+4
Buenos Aires,2024,25,11.0,7.23723260104241,t+2
Buenos Aires,2024,25,11.0,17.73787467616874,t+4
Buenos Aires,2024,26,6.0,4.965439785947623,t+2
Buenos Aires,2024,26,6.0,4.330705902109674,t+4
Buenos Aires,2024,27,0.0,2.521351375458984,t+2
Buenos Aires,2024,27,0.0,1.265134444039402,t+4
Buenos Aires,2024,28,1.0,1.1695189267251604,t+2
Buenos Aires,2024,28,1.0,0.8610059555379638,t+4
Buenos Aires,2024,29,0.0,0.327759964988448,t+2
Buenos Aires,2024,29,0.0,0.7968659205644203,t+4
Buenos Aires,2024,30,0.0,0.2211555585962779,t+2
Buenos Aires,2024,30,0.0,0.6021324862521272,t+4
Buenos Aires,2024,31,0.0,0.1832440690627061,t+2
Buenos Aires,2024,31,0.0,0.1478634039281905,t+4
Buenos Aires,2024,32,0.0,0.168968329167827,t+2
Buenos Aires,2024,32,0.0,0.0588969799889295,t+4
Buenos Aires,2024,33,0.0,0.1514566780299673,t+2
Buenos Aires,2024,33,0.0,0.0,t+4
Buenos Aires,2024,34,1.0,0.1275782593127192,t+2
Buenos Aires,2024,34,1.0,0.0,t+4
Buenos Aires,2024,35,0.0,0.0979442453314812,t+2
Buenos Aires,2024,35,0.0,0.0,t+4
Buenos Aires,2024,36,1.0,0.1255787468378104,t+2
Buenos Aires,2024,36,1.0,0.0061929113078372,t+4
Buenos Aires,2024,37,0.0,0.0902208876266801,t+2
Buenos Aires,2024,37,0.0,0.0035298377342085,t+4
Buenos Aires,2024,38,0.0,0.1160017150841302,t+2
Buenos Aires,2024,38,0.0,0.0787874347575332,t+4
Buenos Aires,2024,39,0.0,0.101860412878128,t+2
Buenos Aires,2024,39,0.0,0.0771342022367372,t+4
Buenos Aires,2024,40,0.0,0.0721500807624717,t+2
Buenos Aires,2024,40,0.0,0.1108234065559332,t+4
Buenos Aires,2024,41,0.0,0.0532251225649125,t+2
Buenos Aires,2024,41,0.0,0.0821898933189394,t+4
Buenos Aires,2024,42,2.0,0.0248165307148092,t+2
Buenos Aires,2024,42,2.0,0.0445011379532577,t+4
Buenos Aires,2024,43,1.0,0.0311028167685642,t+2
Buenos Aires,2024,43,1.0,0.0,t+4
Buenos Aires,2024,44,1.0,0.192405376169714,t+2
Buenos Aires,2024,44,1.0,0.0,t+4
Buenos Aires,2024,45,2.0,0.3674133722422943,t+2
Buenos Aires,2024,45,2.0,0.0,t+4
Buenos Aires,2024,46,0.0,0.5807435389430946,t+2
Buenos Aires,2024,46,0.0,0.2017841069826265,t+4
Buenos Aires,2024,47,1.0,0.9044114934515056,t+2
Buenos Aires,2024,47,1.0,0.423112028585784,t+4
Buenos Aires,2024,48,1.0,0.5644765523230832,t+2
Buenos Aires,2024,48,1.0,0.5983242486582118,t+4
Buenos Aires,2024,49,4.0,0.5700115232976705,t+2
Buenos Aires,2024,49,4.0,0.9382828964074784,t+4
Buenos Aires,2024,50,2.0,0.9279068454330972,t+2
Buenos Aires,2024,50,2.0,0.6862314966632261,t+4
Buenos Aires,2024,51,1.0,2.6328960551602085,t+2
Buenos Aires,2024,51,1.0,0.7673478467780364,t+4
Buenos Aires,2024,52,0.0,4.294121423857429,t+2
Buenos Aires,2024,52,0.0,1.193850033219876,t+4
Buenos Aires,2025,1,0.0,4.030452715122813,t+2
Buenos Aires,2025,1,0.0,2.9106065053913133,t+4
Buenos Aires,2025,2,2.0,1.8732278441932444,t+2
Buenos Aires,2025,2,2.0,4.604766477621663,t+4
Buenos Aires,2025,3,1.0,0.8873693910281378,t+2
Buenos Aires,2025,3,1.0,4.229508923517892,t+4
Buenos Aires,2025,4,2.0,1.5473380237260153,t+2
Buenos Aires,2025,4,2.0,2.2400965492766565,t+4
Buenos Aires,2025,5,3.0,2.148029195150871,t+2
Buenos Aires,2025,5,3.0,1.1875655771381102,t+4
Buenos Aires,2025,6,6.0,3.6974695161562097,t+2
Buenos Aires,2025,6,6.0,1.6943000952441525,t+4
Buenos Aires,2025,7,9.0,6.246471327488559,t+2
Buenos Aires,2025,7,9.0,2.161152289965055,t+4
Buenos Aires,2025,8,16.0,13.404999123138683,t+2
Buenos Aires,2025,8,16.0,3.3147452242764137,t+4
Buenos Aires,2025,9,15.0,24.390189639620004,t+2
Buenos Aires,2025,9,15.0,5.210474493426839,t+4
Buenos Aires,2025,10,26.0,44.32723964937937,t+2
Buenos Aires,2025,10,26.0,10.611009788122464,t+4
Buenos Aires,2025,11,58.0,58.7623957169191,t+2
Buenos Aires,2025,11,58.0,21.860301327818643,t+4
Buenos Aires,2025,12,47.0,89.29763548791668,t+2
Buenos Aires,2025,12,47.0,38.4353853003771,t+4
Buenos Aires,2025,13,61.0,97.32881264421115,t+2
Buenos Aires,2025,13,61.0,47.764032771094925,t+4
Buenos Aires,2025,14,70.0,100.51117025716437,t+2
Buenos Aires,2025,14,70.0,70.47575489739849,t+4
Buenos Aires,2025,15,46.0,114.35401472111552,t+2
Buenos Aires,2025,15,46.0,91.60284595216449,t+4
Buenos Aires,2025,16,46.0,81.04427330269296,t+2
Buenos Aires,2025,16,46.0,71.98685893219334,t+4
Buenos Aires,2025,17,35.0,44.22489139081739,t+2
Buenos Aires,2025,17,35.0,59.47779287913431,t+4
Buenos Aires,2025,18,33.0,36.01936502879037,t+2
Buenos Aires,2025,18,33.0,47.02619836178138,t+4
Buenos Aires,2025,19,21.0,30.57432938995319,t+2
Buenos Aires,2025,19,21.0,26.122687075053463,t+4
Buenos Aires,2025,20,11.0,15.93713489628798,t+2
Buenos Aires,2025,20,11.0,14.189958038785768,t+4
Buenos Aires,2025,21,9.0,9.299994087697076,t+2
Buenos Aires,2025,21,9.0,7.171915945701255,t+4
Buenos Aires,2025,22,0.0,5.448100766955673,t+2
Buenos Aires,2025,22,0.0,3.601489922897498,t+4
Buenos Aires,2025,23,2.0,1.7492964180210655,t+2
Buenos Aires,2025,23,2.0,2.2088134444911187,t+4
Buenos Aires,2025,24,2.0,0.1902687040445845,t+2
Buenos Aires,2025,24,2.0,1.50977538827187,t+4
Buenos Aires,2025,25,0.0,0.2397886971923854,t+2
Buenos Aires,2025,25,0.0,0.7766621826757918,t+4
Buenos Aires,2025,26,1.0,0.3028631594022081,t+2
Buenos Aires,2025,26,1.0,0.0,t+4
Buenos Aires,2025,27,1.0,0.1157505138026568,t+2
Buenos Aires,2025,27,1.0,0.0,t+4
Buenos Aires,2025,28,1.0,0.0966397717433402,t+2
Buenos Aires,2025,28,1.0,0.0,t+4
Buenos Aires,2025,29,0.0,0.1060134468955074,t+2
Buenos Aires,2025,29,0.0,0.0,t+4
Buenos Aires,2025,30,0.0,0.1555787153441808,t+2
Buenos Aires,2025,30,0.0,0.0,t+4
Buenos Aires,2025,31,1.0,0.1126652093598086,t+2
Buenos Aires,2025,31,1.0,0.0394434082436214,t+4
Buenos Aires,2025,32,0.0,0.0707131504790111,t+2
Buenos Aires,2025,32,0.0,0.1354694408744817,t+4
Buenos Aires,2025,33,0.0,0.1083656806326496,t+2
Buenos Aires,2025,33,0.0,0.1093169370612295,t+4
Buenos Aires,2025,34,0.0,0.0845629561502216,t+2
Buenos Aires,2025,34,0.0,0.0702800691978901,t+4
Buenos Aires,2025,35,1.0,0.0437205627228534,t+2
Buenos Aires,2025,35,1.0,0.1381393464065864,t+4
Buenos Aires,2025,36,0.0,0.0345777111172848,t+2
Buenos Aires,2025,36,0.0,0.1033793039737285,t+4
Buenos Aires,2025,37,0.0,0.0861529830686807,t+2
Buenos Aires,2025,37,0.0,0.0481722562978346,t+4
Buenos Aires,2025,38,0.0,0.0707349142639264,t+2
Buenos Aires,2025,38,0.0,0.0481720276174415,t+4
Buenos Aires,2025,39,0.0,0.063848581094251,t+2
Buenos Aires,2025,39,0.0,0.0912803289356596,t+4
Buenos Aires,2025,40,0.0,0.0492759150416898,t+2
Buenos Aires,2025,40,0.0,0.0749177030631735,t+4
Buenos Aires,2025,41,0.0,0.0155314835775085,t+2
Buenos Aires,2025,41,0.0,0.0378212612406718,t+4
Buenos Aires,2025,42,0.0,0.0126095633584782,t+2
Buenos Aires,2025,42,0.0,0.0,t+4
Buenos Aires,2025,43,1.0,0.0126803344103857,t+2
Buenos Aires,2025,43,1.0,0.0,t+4
Buenos Aires,2025,44,1.0,0.0112818116079723,t+2
Buenos Aires,2025,44,1.0,0.0,t+4
Buenos Aires,2025,45,0.0,0.101558399719899,t+2
Buenos Aires,2025,45,0.0,0.0,t+4
Buenos Aires,2025,46,0.0,0.1932589881936537,t+2
Buenos Aires,2025,46,0.0,0.0,t+4
Buenos Aires,2025,47,1.0,0.1732590438984155,t+2
Buenos Aires,2025,47,1.0,0.1279024988219834,t+4
Buenos Aires,2025,48,0.0,0.1232485503783504,t+2
Buenos Aires,2025,48,0.0,0.3047049560751176,t+4
Buenos Aires,2025,49,0.0,0.2302602327328866,t+2
Buenos Aires,2025,49,0.0,0.3062080052665675,t+4
Buenos Aires,2025,50,0.0,0.2631787558868488,t+2
Buenos Aires,2025,50,0.0,0.2469321634190843,t+4
Buenos Aires,2025,51,1.0,0.2856662916433529,t+2
Buenos Aires,2025,51,1.0,0.4595596289583487,t+4
Buenos Aires,2025,52,0.0,0.2674401418717349,t+2
Buenos Aires,2025,52,0.0,0.4947903433669782,t+4
Buenos Aires,2025,53,0.0,0.6354048615420821,t+2
Buenos Aires,2025,53,0.0,0.472736765401544,t+4
Buenos Aires,2026,2,,0.5,t+2
Buenos Aires,2026,4,,0.7,t+4
Catamarca,2019,1,0.0,,t+2
Catamarca,2019,2,0.0,,t+2
Catamarca,2019,3,0.0,,t+2
Catamarca,2019,4,0.0,,t+2
Catamarca,2019,5,0.0,,t+2
Catamarca,2019,6,0.0,,t+2
Catamarca,2019,7,0.0,,t+2
Catamarca,2019,8,0.0,,t+2
Catamarca,2019,9,0.0,,t+2
Catamarca,2019,10,0.0,,t+2
Catamarca,2019,11,0.0,,t+2
Catamarca,2019,12,0.0,,t+2
Catamarca,2019,13,0.0,,t+2
Catamarca,2019,14,0.0,,t+2
Catamarca,2019,15,0.0,,t+2
Catamarca,2019,16,0.0,,t+2
Catamarca,2019,17,0.0,,t+2
Catamarca,2019,18,0.0,,t+2
Catamarca,2019,19,0.0,,t+2
Catamarca,2019,20,0.0,,t+2
Catamarca,2019,21,0.0,,t+2
Catamarca,2019,22,0.0,,t+2
Catamarca,2019,23,0.0,,t+2
Catamarca,2019,24,0.0,,t+2
Catamarca,2019,25,0.0,,t+2
Catamarca,2019,26,0.0,,t+2
Catamarca,2019,27,0.0,,t+2
Catamarca,2019,28,0.0,,t+2
Catamarca,2019,29,0.0,,t+2
Catamarca,2019,30,0.0,,t+2
Catamarca,2019,31,0.0,,t+2
Catamarca,2019,32,0.0,,t+2
Catamarca,2019,33,0.0,,t+2
Catamarca,2019,34,0.0,,t+2
Catamarca,2019,35,0.0,,t+2
Catamarca,2019,36,0.0,,t+2
Catamarca,2019,37,0.0,,t+2
Catamarca,2019,38,0.0,,t+2
Catamarca,2019,39,0.0,,t+2
Catamarca,2019,40,0.0,,t+2
Catamarca,2019,41,0.0,,t+2
Catamarca,2019,42,0.0,,t+2
Catamarca,2019,43,0.0,,t+2
Catamarca,2019,44,0.0,,t+2
Catamarca,2019,45,0.0,,t+2
Catamarca,2019,46,0.0,,t+2
Catamarca,2019,47,0.0,,t+2
Catamarca,2019,48,0.0,,t+2
Catamarca,2019,49,0.0,,t+2
Catamarca,2019,50,0.0,,t+2
Catamarca,2019,51,0.0,,t+2
Catamarca,2019,52,0.0,,t+2
Catamarca,2020,1,0.0,,t+2
Catamarca,2020,2,0.0,,t+2
Catamarca,2020,3,0.0,,t+2
Catamarca,2020,4,0.0,,t+2
Catamarca,2020,5,0.0,,t+2
Catamarca,2020,6,0.0,,t+2
Catamarca,2020,7,1.0,,t+2
Catamarca,2020,8,5.0,,t+2
Catamarca,2020,9,11.0,,t+2
Catamarca,2020,10,11.0,,t+2
Catamarca,2020,11,43.0,,t+2
Catamarca,2020,12,70.0,,t+2
Catamarca,2020,13,50.0,,t+2
Catamarca,2020,14,30.0,,t+2
Catamarca,2020,15,12.0,,t+2
Catamarca,2020,16,15.0,,t+2
Catamarca,2020,17,30.0,,t+2
Catamarca,2020,18,25.0,,t+2
Catamarca,2020,19,7.0,,t+2
Catamarca,2020,20,9.0,,t+2
Catamarca,2020,21,5.0,,t+2
Catamarca,2020,22,2.0,,t+2
Catamarca,2020,23,0.0,,t+2
Catamarca,2020,24,0.0,,t+2
Catamarca,2020,25,0.0,,t+2
Catamarca,2020,26,0.0,,t+2
Catamarca,2020,27,0.0,,t+2
Catamarca,2020,28,0.0,,t+2
Catamarca,2020,29,0.0,,t+2
Catamarca,2020,30,0.0,,t+2
Catamarca,2020,31,0.0,,t+2
Catamarca,2020,32,0.0,,t+2
Catamarca,2020,33,0.0,,t+2
Catamarca,2020,34,0.0,,t+2
Catamarca,2020,35,0.0,,t+2
Catamarca,2020,36,0.0,,t+2
Catamarca,2020,37,0.0,,t+2
Catamarca,2020,38,0.0,,t+2
Catamarca,2020,39,0.0,,t+2
Catamarca,2020,40,0.0,,t+2
Catamarca,2020,41,0.0,,t+2
Catamarca,2020,42,0.0,,t+2
Catamarca,2020,43,0.0,,t+2
Catamarca,2020,44,0.0,,t+2
Catamarca,2020,45,0.0,,t+2
Catamarca,2020,46,0.0,,t+2
Catamarca,2020,47,0.0,,t+2
Catamarca,2020,48,0.0,,t+2
Catamarca,2020,49,0.0,,t+2
